2020-11-05,99.99%,5100.00,5110.00,+20,5065
2020-11-06,99.99%,5245.00,5255.00,+130,5105
2020-11-09,99.99%,5375.00,5385.00,+82.5,5320
2020-11-10,99.99%,5045.00,5055.00,-322.5,5385
2020-11-11,99.99%,5075.00,5085.00,+30,5060
2020-11-12,99.99%,5080.00,5090.00,+2.5,5080
2020-11-13,99.99%,5070.00,5080.00,+0,5080
2020-11-16,99.99%,5235.00,5245.00,+172.5,5065
2020-11-17,99.99%,5165.00,5175.00,-47.5,5230
2020-11-18,99.99%,5085.00,5095.00,-65,5165
2020-11-19,99.99%,5070.00,5080.00,-12.5,5090
2020-11-20,99.99%,5030.00,5040.00,-7.5,5060
2020-11-23,99.99%,5070.00,5080.00,+45,5025
2020-11-24,99.99%,4850.00,4860.00,-207.5,5055
2020-11-25,99.99%,4885.00,4895.00,+20,4870
2020-11-26,99.99%,4885.00,4895.00,+27.5,4860
2020-11-27,99.99%,4850.00,4860.00,-10,4875
2020-11-30,99.99%,4665.00,4675.00,-180,4850
2020-12-01,99.99%,4730.00,4740.00,+107.5,4625
2020-12-02,99.99%,4970.00,4980.00,+220,4765
2020-12-03,99.99%,4945.00,4955.00,+15,4945
2020-12-04,99.99%,4965.00,4975.00,+0,4970
2020-12-07,99.99%,5000.00,5010.00,+35,4970
2020-12-08,99.99%,5095.00,5105.00,+110,4990
2020-12-09,99.99%,5070.00,5080.00,-30,5105
2020-12-10,99.99%,4965.00,4975.00,-70,5030
2020-12-11,99.99%,4985.00,4995.00,+27.5,4965
2020-12-14,99.99%,4955.00,4965.00,-12.5,4965
2020-12-15,99.99%,4950.00,4960.00,+2.5,4950
2020-12-16,99.99%,5080.00,5090.00,+105,4985
2020-12-17,99.99%,5225.00,5235.00,+117.5,5125
2020-12-18,99.99%,5345.00,5360.00,+97.5,5225
2020-12-21,99.99%,5525.00,5540.00,+192.5,5345
2020-12-22,99.99%,5445.00,5460.00,-167.5,5600
2020-12-23,99.99%,5270.00,5285.00,-187.5,5495
2020-12-24,99.99%,5380.00,5395.00,+130,5260
2020-12-25,99.99%,5335.00,5350.00,-32.5,5370
2020-12-28,99.99%,5560.00,5575.00,+217.5,5340
2020-12-29,99.99%,5555.00,5570.00,+30,5565
2020-12-30,99.99%,5480.00,5495.00,-32.5,5515
2021-12-31,99.99%,5520.00,5570.00,+42.5,5545
2021-01-04,99.99%,5665.00,5680.00,+127.5,5545
2021-01-05,99.99%,5645.00,5660.00,-7.5,5655
2021-01-06,99.99%,5685.00,5700.00,+32.5,5660
2021-01-07,99.99%,5595.00,5610.00,-75,5675
2021-01-08,99.99%,5610.00,5625.00,+10,5595
2021-01-11,99.99%,5085.00,5100.00,-507.5,5600
2021-01-12,99.99%,5145.00,5160.00,+37.5,5115
2021-01-13,99.99%,5260.00,5275.00,+72.5,5175
2021-01-14,99.99%,5225.00,5240.00,-25,5255
2021-01-15,99.99%,5305.00,5320.00,+100,5210
2021-01-18,99.99%,5130.00,5145.00,-142.5,5300
2021-01-19,99.99%,5255.00,5270.00,+87.5,5170
2021-01-20,99.99%,5265.00,5280.00,+25,5250
2021-01-21,99.99%,5315.00,5330.00,+50,5275
2021-01-22,99.99%,5325.00,5340.00,-20,5360
2021-01-25,99.99%,5285.00,5300.00,+2.5,5285
2021-01-26,99.99%,5250.00,5265.00,-32.5,5295
2021-01-27,99.99%,5240.00,5255.00,-2.5,5255
2021-01-28,99.99%,5195.00,5210.00,-27.5,5225
2021-01-29,99.99%,5365.00,5380.00,+180,5190
2021-02-01,99.99%,5740.00,5755.00,+387.5,5365
2021-02-02,99.99%,5830.00,5845.00,+47.5,5825
2021-02-03,99.99%,5535.00,5550.00,-250,5785
2021-02-04,99.99%,5480.00,5495.00,-37.5,5535
2021-02-05,99.99%,5375.00,5390.00,-52.5,5430
2021-02-08,99.99%,5510.00,5525.00,+130,5375
2021-02-09,99.99%,5560.00,5575.00,+70,5500
2021-02-10,99.99%,5495.00,5510.00,-70,5575
2021-02-18,99.99%,5515.00,5530.00,+5,5525
2021-02-19,99.99%,5440.00,5455.00,-100,5550
2021-02-22,99.99%,5680.00,5695.00,+227.5,5445
2021-02-23,99.99%,5795.00,5810.00,+135,5660
2021-02-24,99.99%,5705.00,5720.00,-67.5,5780
2021-02-25,99.99%,5740.00,5755.00,+60,5700
2021-02-26,99.99%,5585.00,5600.00,-165,5755
2021-03-01,99.99%,5485.00,5500.00,-62.5,5590
2021-03-02,99.99%,5395.00,5410.00,-95,5500
2021-03-03,99.99%,5450.00,5465.00,+102.5,5340
2021-03-04,99.99%,5370.00,5385.00,-90,5460
2021-03-05,99.99%,5150.00,5165.00,-197.5,5355
2021-03-08,99.99%,5280.00,5295.00,+135,5150
2021-03-09,99.99%,5185.00,5200.00,-110,5295
2021-03-10,99.99%,5350.00,5365.00,+142.5,5220
2021-03-11,99.99%,5355.00,5370.00,+45,5320
2021-03-12,99.99%,5360.00,5375.00,-20,5390
2021-03-15,99.99%,5380.00,5395.00,+52.5,5330
2021-03-16,99.99%,5395.00,5410.00,+37.5,5365
2021-03-17,99.99%,5315.00,5330.00,-72.5,5395
2021-03-18,99.99%,5470.00,5485.00,+150,5330
2021-03-19,99.99%,5360.00,5375.00,-105,5475
2021-03-22,99.99%,5285.00,5300.00,-75,5370
2021-03-23,99.99%,5290.00,5305.00,+0,5305
2021-03-24,99.99%,5195.00,5210.00,-85,5285
2021-03-25,99.99%,5175.00,5190.00,-15,5205
2021-03-26,99.99%,5210.00,5225.00,+27.5,5190
2021-03-29,99.99%,5160.00,5175.00,-35,5200
2021-03-30,99.99%,5130.00,5145.00,-25,5160
2021-03-31,99.99%,4955.00,5005.00,-145,5125
2021-04-01,99.99%,5065.00,5080.00,+90,4970
2021-04-02,99.99%,5185.00,5200.00,+122.5,5070
2021-04-06,99.99%,5195.00,5210.00,+0,5200
2021-04-07,99.99%,5225.00,5240.00,+15,5200
2021-04-08,99.99%,5205.00,5220.00,-10,5220
2021-04-09,99.99%,5305.00,5320.00,+67.5,5220
2021-04-12,99.99%,5250.00,5265.00,-35,5295
2021-04-13,99.99%,5175.00,5190.00,-60,5240
2021-04-14,99.99%,5285.00,5300.00,+110,5185
2021-04-15,99.99%,5310.00,5325.00,+17.5,5295
2021-04-16,99.99%,5375.00,5390.00,+87.5,5295
2021-04-19,99.99%,5345.00,5360.00,-30,5385
2021-04-20,99.99%,5345.00,5360.00,-12.5,5365
2021-04-21,99.99%,5360.00,5375.00,+10,5365
2021-04-22,99.99%,5485.00,5500.00,+115,5370
2021-04-23,99.99%,5415.00,5430.00,-55,5480
2021-04-26,99.99%,5370.00,5385.00,-35,5415
2021-04-27,99.99%,5390.00,5405.00,+22.5,5380
2021-04-28,99.99%,5360.00,5385.00,-27.5,5400
2021-04-29,99.99%,5455.00,5470.00,+92.5,5375
2021-04-30,99.99%,5335.00,5350.00,-110,5445
2021-05-06,99.99%,5440.00,5455.00,+110,5335
2021-05-07,99.99%,5640.00,5655.00,+160,5475
2021-05-10,99.99%,5695.00,5710.00,+50,5665
2021-05-11,99.99%,5625.00,5640.00,-77.5,5700
2021-05-12,99.99%,5630.00,5645.00,+10,5625
2021-05-13,99.99%,5605.00,5620.00,-17.5,5630
2021-05-14,99.99%,5565.00,5580.00,-5,5585
2021-05-17,99.99%,5695.00,5710.00,+147.5,5545
2021-05-18,99.99%,5960.00,5975.00,+250,5710
2021-05-19,99.99%,5815.00,5830.00,-110,5910
2021-05-20,99.99%,5690.00,5705.00,-100,5795
2021-05-21,99.99%,5700.00,5715.00,-12.5,5725
2021-05-24,99.99%,5695.00,5710.00,+7.5,5700
2021-05-25,99.99%,5655.00,5670.00,-30,5690
2021-05-26,99.99%,5780.00,5795.00,+140,5660
2021-05-27,99.99%,5625.00,5640.00,-137.5,5780
2021-05-28,99.99%,5660.00,5675.00,+27.5,5645
2021-05-31,99.99%,5690.00,5705.00,+52.5,5650
2021-06-01,99.99%,5740.00,5755.00,+50,5695
2021-06-02,99.99%,5670.00,5685.00,-80,5760
2021-06-03,99.99%,5725.00,5740.00,+67.5,5665
2021-06-04,99.99%,5510.00,5525.00,-182.5,5720
2021-06-07,99.99%,5570.00,5585.00,+55,5525
2021-06-08,99.99%,5640.00,5655.00,+72.5,5575
2021-06-09,99.99%,5595.00,5610.00,-25,5625
2021-06-10,99.99%,5590.00,5605.00,+5,5600
2021-06-11,99.99%,5660.00,5675.00,+72.5,5590
2021-06-15,99.99%,5595.00,5610.00,-92.5,5680
2021-06-16,99.99%,5595.00,5610.00,-7.5,5610
2021-06-17,99.99%,5500.00,5515.00,-105,5620
2021-06-18,99.99%,5355.00,5370.00,-130,5505
2021-06-21,99.99%,5315.00,5330.00,-30,5350
2021-06-22,99.99%,5335.00,5350.00,+55,5320
2021-06-23,99.99%,5315.00,5330.00,-7.5,5335
2021-06-24,99.99%,5335.00,5350.00,+5,5350
2021-06-25,99.99%,5365.00,5380.00,+32.5,5340
2021-06-28,99.99%,5310.00,5325.00,-62.5,5370
2021-06-29,99.99%,5355.00,5370.00,+10,5380
2021-06-30,99.99%,5310.00,5325.00,-35,5350
2021-07-01,99.99%,5385.00,5400.00,+85,5310
2021-07-02,99.99%,5375.00,5390.00,-15,5395
2021-07-05,99.99%,5480.00,5495.00,+107.5,5375
2021-07-06,99.99%,5470.00,5485.00,+0,5475
2021-07-07,99.99%,5400.00,5415.00,-75,5475
2021-07-08,99.99%,5365.00,5380.00,-42.5,5405
2021-07-09,99.99%,5375.00,5390.00,+17.5,5365
2021-07-12,99.99%,5415.00,5430.00,+57.5,5370
2021-07-13,99.99%,5430.00,5445.00,+35,5400
2021-07-14,99.99%,5365.00,5380.00,-55,5430
2021-07-15,99.99%,5435.00,5450.00,+65,5380
2021-07-16,99.99%,5460.00,5475.00,+27.5,5435
2021-07-19,99.99%,5310.00,5325.00,-130,5455
2021-07-20,99.99%,5240.00,5255.00,-42.5,5290
2021-07-22,99.99%,5220.00,5255.00,+50,5240
2021-07-23,99.99%,5270.00,5285.00,+40,5240
